Month,Year,Fractional Date,Excel Date,CPI,SPX-TR,10Y BM,Cash,Gold,CAPE,SPX-TR Return,10YBond Return,Cash Return,Gold Return,Fama-French Small Stocks,Fama-French Value Stocks,Portfolio,Cumulative Backward Return,C1,Sum of Ct,Sum of CtPt,10 Y BM 1 year avg
12,1879,"1,879.92",N/A,9.70480,186.05540,144.96830,170.18520,20.67000,14.7607,-2.8409149515760500%,-1.9802799439939700%,-2.5970684452075100%,-2.9408127936691200%,0.00%,0.00%,-2.82%,"16,188.53",11.32,"2,490.66",0.93,-0.80%
1,1880,"1,880.00",N/A,9.99030,193.77840,145.78470,170.90850,20.67000,14.8733,1.1745184861151400%,-2.3107081986625700%,-2.4449102066838500%,-2.8577720388777000%,0.00%,0.00%,0.20%,"16,657.50",11.98,"2,549.42",0.96,-0.87%
2,1880,"1,880.08",N/A,9.99030,198.23780,149.41260,171.63480,20.67000,15.1168,2.3012884821012000%,2.4885327472636200%,0.4249642352486930%,-0.0000000000000111%,0.00%,0.00%,1.85%,"16,624.86",12.62,"2,680.32",1.01,-0.62%
3,1880,"1,880.17",N/A,10.08540,202.21990,151.02830,172.36430,20.67000,15.2404,1.0468604136679700%,0.1282240103256620%,-0.5219246874641590%,-0.9429472306502480%,0.00%,0.00%,0.61%,"16,322.42",12.70,"2,735.34",1.03,-0.70%
4,1880,"1,880.25",N/A,9.70480,198.64410,151.67700,173.09680,20.67000,15.4555,2.0841500029673800%,4.3681376930116500%,4.3634090896008000%,3.9217706701838200%,0.00%,0.00%,2.57%,"16,224.19",13.50,"2,912.05",1.10,-0.52%
5,1880,"1,880.33",N/A,9.41940,183.65050,153.56290,173.83250,20.67000,14.6317,-4.7467517620308900%,4.3109557690686600%,3.4678171023369200%,3.0299169798501100%,0.00%,0.00%,-2.74%,"15,817.93",13.02,"2,867.94",1.08,-0.39%
6,1880,"1,880.42",N/A,9.22910,184.91310,155.81170,174.57130,20.67000,14.9555,2.7636337156667500%,3.5565680345405000%,2.4957264897596900%,2.0619562037468300%,0.00%,0.00%,2.67%,"16,262.89",13.34,"2,846.11",1.08,-0.17%
7,1880,"1,880.50",N/A,9.22910,194.35950,155.49040,175.31320,20.67000,15.5934,5.1085618055183700%,-0.2062104450436090%,0.4249839463875250%,0.0000000000000000%,0.00%,0.00%,3.82%,"15,840.66",11.49,"2,506.50",0.95,-0.05%
8,1880,"1,880.58",N/A,9.22910,202.40480,157.75450,176.05830,20.67000,16.1001,4.1393911797468000%,1.4561027561830200%,0.4250107807056260%,0.0000000000000000%,0.00%,0.00%,3.18%,"15,257.28",11.54,"2,602.53",0.99,0.05%
9,1880,"1,880.67",N/A,9.32430,202.72960,157.51560,176.80660,20.67000,15.8496,-0.8621560528677130%,-1.1708798436794600%,-0.6002980098103070%,-1.0209881706937700%,0.00%,0.00%,-0.91%,"14,787.08",11.35,"2,630.26",1.00,0.15%
10,1880,"1,880.75",N/A,9.32430,209.38530,156.46200,177.55800,20.67000,16.2509,3.2830430287436900%,-0.6688861293738580%,0.4249841352076180%,-0.0000000000000111%,0.00%,0.00%,2.43%,"14,922.40",10.30,"2,356.40",0.90,0.51%
11,1880,"1,880.83",N/A,9.41940,221.45740,160.81590,178.31260,20.67000,16.8691,4.6976675235922600%,1.7450070993819000%,-0.5889213119022800%,-1.0096184470348400%,0.00%,0.00%,3.41%,"14,568.20",9.47,"2,211.53",0.84,0.98%
12,1880,"1,880.92",N/A,9.51460,231.12610,163.02320,179.07040,20.67000,17.3202,3.3216895197665200%,0.3582623134606330%,-0.5798358119065370%,-1.0005675488197100%,0.00%,0.00%,2.31%,"14,087.66",9.10,"2,188.55",0.83,1.17%
1,1881,"1,881.00",N/A,9.41940,245.74010,164.41380,179.78520,20.67000,18.4740,7.3975402403609500%,1.8723086866622800%,1.4138870598270100%,1.0106800857804200%,0.00%,0.00%,5.85%,"13,769.37",8.59,"2,104.31",0.80,1.52%
2,1881,"1,881.08",N/A,9.51460,245.61660,165.53280,180.50290,20.67000,18.1473,-1.0503210481782700%,-0.3267776059263980%,-0.6053632012415380%,-1.0005675488197100%,0.00%,0.00%,-1.00%,"13,008.82",8.55,"2,209.55",0.85,1.29%
3,1881,"1,881.17",N/A,9.51460,249.42870,166.66010,181.22340,20.67000,18.2701,1.5520530778457200%,0.6810130681049300%,0.3991625619311320%,0.0000000000000000%,0.00%,0.00%,1.20%,"13,140.45",9.52,"2,428.27",0.93,1.33%
4,1881,"1,881.25",N/A,9.60970,249.78180,168.70370,181.94680,20.67000,17.9501,-0.8494625133167460%,0.2244483814411780%,-0.5943995864784000%,-0.9896250663392280%,0.00%,0.00%,-0.82%,"12,984.56",9.00,"2,315.77",0.89,0.99%
5,1881,"1,881.33",N/A,9.51460,261.60850,172.58880,182.67300,20.67000,18.8697,5.7816543110391000%,3.3254478646412600%,1.4026335365007000%,0.9995165324869330%,0.00%,0.00%,4.70%,"13,092.08",8.51,"2,162.93",0.83,0.90%
6,1881,"1,881.42",N/A,9.51460,265.50040,174.28130,183.40220,20.67000,19.0287,1.4876810195387600%,0.9806545963584990%,0.3991832399971470%,0.0000000000000000%,0.00%,0.00%,1.17%,"12,503.79",7.42,"1,967.44",0.76,0.69%
7,1881,"1,881.50",N/A,9.60970,257.37740,172.55030,184.13430,20.67000,18.1164,-4.0188531789376400%,-1.9730177711800000%,-0.5943980980207650%,-0.9896250663392280%,0.00%,0.00%,-3.31%,"12,359.52",8.24,"2,203.16",0.85,0.54%
8,1881,"1,881.58",N/A,9.80000,252.23420,171.84630,184.86930,20.67000,17.2862,-3.9013434563645800%,-2.3419110720828900%,-1.5504226961361400%,-1.9418367346938900%,0.00%,0.00%,-3.43%,"12,782.39",8.07,"2,079.79",0.80,0.23%
9,1881,"1,881.67",N/A,10.18060,255.18910,173.82530,185.60720,20.67000,16.7248,-2.6107883522073100%,-2.6299252792238800%,-3.3542581777196200%,-3.7384829970728600%,0.00%,0.00%,-2.83%,"13,236.25",8.45,"2,095.75",0.81,0.10%
10,1881,"1,881.75",N/A,10.27570,252.06470,173.20340,186.34810,20.67000,16.2620,-2.1385002197850100%,-1.2799462673137100%,-0.5300023847651600%,-0.9254843952236860%,0.00%,0.00%,-1.85%,"13,622.42",6.81,"1,634.83",0.63,0.05%
11,1881,"1,881.83",N/A,10.18060,254.53480,174.91470,187.09190,20.67000,16.4786,1.9232304077741100%,1.9313881949337900%,1.3370036253648400%,0.9341296190794380%,0.00%,0.00%,1.73%,"13,879.25",7.45,"1,749.31",0.68,0.07%
12,1881,"1,881.92",N/A,10.18060,248.42540,177.48030,187.83870,20.67000,15.9588,-2.4002218950021700%,1.4667720894813200%,0.3991621229994410%,0.0000000000000000%,0.00%,0.00%,-1.72%,"13,643.45",6.90,"1,643.61",0.64,0.16%
1,1882,"1,882.00",N/A,10.18060,245.31780,177.59930,188.66210,20.67000,15.6788,-1.2509187868873200%,0.0670496950929245%,0.4383548225152860%,0.0000000000000000%,0.00%,0.00%,-0.93%,"13,882.84",6.33,"1,475.35",0.57,0.01%
2,1882,"1,882.08",N/A,10.27570,241.17220,178.29540,189.48910,20.67000,15.1539,-2.5997343350615700%,-0.5371620858875440%,-0.4911914216738760%,-0.9254843952236860%,0.00%,0.00%,-2.16%,"14,013.49",6.40,"1,473.03",0.57,-0.01%
3,1882,"1,882.17",N/A,10.27570,241.66890,180.02240,190.31970,20.67000,15.0917,0.2059524273527290%,0.9686172498000630%,0.4383365586727810%,0.0000000000000000%,0.00%,0.00%,0.21%,"14,322.75",6.94,"1,556.16",0.61,0.02%
4,1882,"1,882.25",N/A,10.37090,242.64360,182.42420,191.15390,20.67000,14.9170,-0.5183350004175470%,0.4039671544276540%,-0.4836615372983300%,-0.9179531188228670%,0.00%,0.00%,-0.55%,"14,293.40",6.39,"1,430.21",0.56,0.03%
5,1882,"1,882.33",N/A,10.46600,240.52280,184.44900,191.99180,20.67000,14.5671,-1.7747537138058400%,0.1911983078812350%,-0.4743016839492960%,-0.9086566023313480%,0.00%,0.00%,-1.50%,"14,372.39",5.52,"1,224.18",0.48,-0.23%
6,1882,"1,882.42",N/A,10.56120,240.50920,184.00160,192.83340,20.67000,14.3274,-0.9070160988336350%,-1.1417865232051500%,-0.4670120248037810%,-0.9014127182517150%,0.00%,0.00%,-0.92%,"14,591.37",4.71,"1,026.20",0.40,-0.41%
7,1882,"1,882.50",N/A,10.46600,255.27770,183.27820,193.67860,20.67000,15.2406,7.1059804737633600%,0.5128871934152240%,1.3519047719722900%,0.9096120772023710%,0.00%,0.00%,5.54%,"14,726.13",4.79,"1,029.81",0.41,-0.20%
8,1882,"1,882.58",N/A,10.56120,263.74860,184.26140,194.52760,20.67000,15.5254,2.3869834989069400%,-0.3697961320160760%,-0.4670090174700770%,-0.9014127182517150%,0.00%,0.00%,1.59%,"13,953.19",5.85,"1,323.30",0.52,-0.03%
9,1882,"1,882.67",N/A,10.27570,267.49770,184.67410,195.38020,20.67000,16.0811,4.2393608255873800%,3.0085977406934200%,3.2288696045836800%,2.7783995250931800%,0.00%,0.00%,3.89%,"13,734.27",7.48,"1,710.30",0.68,0.44%
10,1882,"1,882.75",N/A,10.18060,261.68850,183.74890,196.23670,20.67000,15.7556,-1.2578389316152500%,0.4284590528030870%,1.3766006679305500%,0.9341296190794380%,0.00%,0.00%,-0.73%,"13,220.25",7.08,"1,675.77",0.67,0.58%
11,1882,"1,882.83",N/A,10.08540,251.57370,184.64710,197.09680,20.67000,15.1927,-2.9577525677576500%,1.4373721701677900%,1.3863732399506100%,0.9439387629642800%,0.00%,0.00%,-1.96%,"13,317.82",6.45,"1,510.64",0.60,0.54%
12,1882,"1,882.92",N/A,9.99030,253.79140,187.19390,197.96080,20.67000,15.3821,1.8418458036939300%,2.3443327694824500%,1.3944595295594800%,0.9519233656646980%,0.00%,0.00%,1.69%,"13,583.40",6.36,"1,456.15",0.58,0.61%
1,1883,"1,883.00",N/A,9.99030,253.85560,185.86910,198.84330,20.67000,15.2703,0.0252963654402860%,-0.7077153689302950%,0.4457953291762800%,-0.0000000000000111%,0.00%,0.00%,-0.01%,"13,357.46",6.58,"1,525.40",0.61,0.54%
2,1883,"1,883.08",N/A,10.08540,249.05290,186.38830,199.72990,20.67000,14.7576,-2.8170099156387100%,-0.6662448535588170%,-0.5012728921872210%,-0.9429472306502480%,0.00%,0.00%,-2.33%,"13,359.32",7.50,"1,732.42",0.70,0.53%
3,1883,"1,883.17",N/A,9.99030,253.48950,187.58980,200.62030,20.67000,15.0513,2.7502694327215600%,1.6026816800216000%,1.4019691152734800%,0.9519233656646980%,0.00%,0.00%,2.34%,"13,678.32",6.74,"1,514.80",0.61,0.59%
4,1883,"1,883.25",N/A,9.89520,260.14330,188.21310,201.51480,20.67000,15.4821,3.6111809392632500%,1.2965328979333200%,1.4112242824066800%,0.9610720349260140%,0.00%,0.00%,2.97%,"13,366.12",6.83,"1,564.60",0.63,0.66%
5,1883,"1,883.33",N/A,9.80000,256.37400,188.14670,202.41320,20.67000,15.3355,-0.4915789544784330%,0.9358066999587190%,1.4215827607415600%,0.9714285714285790%,0.00%,0.00%,-0.13%,"12,980.86",8.77,"2,060.49",0.83,0.72%
6,1883,"1,883.42",N/A,9.51460,260.33850,189.06580,203.31560,20.67000,15.9034,4.5923593047426400%,3.5027555079486700%,3.4587941821669900%,2.9996006137935600%,0.00%,0.00%,4.22%,"12,997.12",9.87,"2,307.48",0.93,1.11%
7,1883,"1,883.50",N/A,9.32430,257.12710,188.21090,204.22200,20.67000,15.9488,0.7821804869877710%,1.5795048871540200%,2.4958117878010500%,2.0409038748217000%,0.00%,0.00%,1.08%,"12,470.63",10.35,"2,512.56",1.02,1.20%
8,1883,"1,883.58",N/A,9.32430,246.64190,189.23780,205.13250,20.67000,15.1968,-4.0778276579948000%,0.5456113328186520%,0.4458383523812340%,-0.0000000000000111%,0.00%,0.00%,-3.03%,"12,337.84",9.29,"2,269.75",0.92,1.28%
9,1883,"1,883.67",N/A,9.22910,250.68250,191.84700,206.04710,20.67000,15.4947,2.6866642648154700%,2.4245367037145200%,1.4819771469006800%,1.0315198665091800%,0.00%,0.00%,2.35%,"12,723.17",10.35,"2,443.48",0.99,1.23%
10,1883,"1,883.75",N/A,9.22910,245.17900,193.27170,206.96570,20.67000,15.0481,-2.1954065401454100%,0.7426230277252090%,0.4458203973751520%,0.0000000000000000%,0.00%,0.00%,-1.61%,"12,431.65",9.27,"2,231.69",0.91,1.25%
11,1883,"1,883.83",N/A,9.13400,249.85230,195.80060,207.88840,20.67000,15.4082,2.9670870652317700%,2.3632570516249000%,1.4916292927889700%,1.0411648784760300%,0.00%,0.00%,2.55%,"12,634.68",8.80,"2,078.29",0.85,1.33%
12,1883,"1,883.92",N/A,9.22910,245.95390,199.24350,208.81530,20.67000,14.8964,-2.5746404409537900%,0.7098152796344290%,-0.5891664609048770%,-1.0304363372376500%,0.00%,0.00%,-2.10%,"12,320.00",9.27,"2,235.22",0.91,1.19%
1,1884,"1,884.00",N/A,9.22910,239.72650,199.27330,209.79840,20.67000,14.4328,-2.5319378956788300%,0.0149565732382673%,0.4707988351428270%,0.0000000000000000%,0.00%,0.00%,-1.90%,"12,584.15",9.64,"2,268.06",0.92,1.25%
2,1884,"1,884.08",N/A,9.22910,247.26120,199.81630,210.78620,20.67000,14.8060,3.1430400894352700%,0.2724900927520090%,0.4708329520148880%,0.0000000000000000%,0.00%,0.00%,2.37%,"12,827.32",10.80,"2,482.86",1.01,1.33%
3,1884,"1,884.17",N/A,9.22910,247.33270,201.26110,211.77870,20.67000,14.7360,0.0289167892091324%,0.7230641344074360%,0.4708562515003180%,0.0000000000000000%,0.00%,0.00%,0.06%,"12,529.93",10.21,"2,393.41",0.98,1.26%
4,1884,"1,884.25",N/A,9.03880,238.70440,200.68110,212.77580,20.67000,14.3535,-1.4566185633077400%,1.8111177965523900%,2.5861021620247500%,2.1053679691994500%,0.00%,0.00%,-0.58%,"12,522.37",10.23,"2,391.02",0.98,1.30%
5,1884,"1,884.33",N/A,8.84850,219.50280,196.75890,213.77760,20.67000,13.4651,-6.0664443603882200%,0.1541696675180230%,2.6315969889549200%,2.1506470023168000%,0.00%,0.00%,-4.11%,"12,595.22",10.11,"2,339.54",0.96,1.24%
6,1884,"1,884.42",N/A,8.84850,211.97790,195.26550,214.78420,20.67000,12.9069,-3.4281567251078300%,-0.7589999740799550%,0.4708631774329900%,0.0000000000000000%,0.00%,0.00%,-2.61%,"13,135.00",9.92,"2,193.47",0.90,0.88%
7,1884,"1,884.50",N/A,8.75340,213.20210,195.71040,215.79550,20.67000,13.0439,1.6702223220982600%,1.3167539864430400%,1.5623950963911300%,1.0864349852628600%,0.00%,0.00%,1.54%,"13,486.54",10.30,"2,208.23",0.90,0.86%
8,1884,"1,884.58",N/A,8.75340,228.09670,196.97820,216.81150,20.67000,13.8598,6.9861413184954700%,0.6477938832070150%,0.4708161198912820%,0.0000000000000000%,0.00%,0.00%,5.27%,"13,282.22",9.29,"2,013.69",0.83,0.87%
9,1884,"1,884.67",N/A,8.65830,221.51020,198.44560,217.83230,20.67000,13.5692,-1.8209394340414600%,1.8515059265535400%,1.5743631513147400%,1.0983680399154300%,0.00%,0.00%,-1.05%,"12,616.75",9.20,"2,090.99",0.86,0.82%
10,1884,"1,884.75",N/A,8.56310,215.42490,199.40790,218.85790,20.67000,13.2733,-1.6659821182408800%,1.6020567725822300%,1.5878021530695500%,1.1117469140848700%,0.00%,0.00%,-0.94%,"12,750.75",9.15,"2,049.94",0.84,0.89%
11,1884,"1,884.83",N/A,8.37280,212.32910,202.11940,219.88840,20.67000,13.3044,0.8031067455734230%,3.6635169327929700%,2.7543910381621300%,2.2728358494171800%,0.00%,0.00%,1.24%,"12,872.33",9.11,"2,012.75",0.83,1.00%
12,1884,"1,884.92",N/A,8.27770,212.85160,204.11920,220.92370,20.67000,13.4323,1.3977772564433400%,2.1496521152246900%,1.6251088243803200%,1.1488698551530100%,0.00%,0.00%,1.39%,"12,714.35",9.59,"2,137.45",0.88,1.12%
1,1885,"1,885.00",N/A,8.27770,209.03700,202.70180,221.70060,20.67000,13.1298,-1.7921406275545900%,-0.6943981751839190%,0.3516598717113740%,0.0000000000000000%,0.00%,0.00%,-1.38%,"12,540.28",9.52,"2,142.61",0.88,1.06%
2,1885,"1,885.08",N/A,8.37280,216.51080,203.88190,222.48030,20.67000,13.3848,2.3989176085092100%,-0.5602480745784070%,-0.7881248036973210%,-1.1358207529142000%,0.00%,0.00%,1.55%,"12,715.28",9.25,"2,044.86",0.84,0.99%
3,1885,"1,885.17",N/A,8.18250,218.07320,204.85620,223.26270,20.67000,13.7342,3.0641047399501800%,2.8146836803329700%,2.6855454759503200%,2.3256950809655000%,0.00%,0.00%,2.91%,"12,521.63",8.80,"1,966.94",0.81,1.17%
4,1885,"1,885.25",N/A,8.27770,218.57250,204.36580,224.04780,20.67000,13.5485,-0.9237513193362080%,-1.3867122118980700%,-0.8024736234414240%,-1.1500779201952300%,0.00%,0.00%,-0.99%,"12,167.98",8.37,"1,918.09",0.79,0.90%
5,1885,"1,885.33",N/A,8.08740,217.07100,205.13690,224.83570,20.67000,13.7114,1.6499211848468400%,2.7392349779021400%,2.7129838864616000%,2.3530430051685200%,0.00%,0.00%,1.85%,"12,289.60",9.03,"2,040.60",0.84,1.12%
6,1885,"1,885.42",N/A,7.89710,217.07440,206.96240,225.62640,20.67000,13.9788,2.4113494013859400%,3.3210830471432000%,2.7698989445967400%,2.4097453495586900%,0.00%,0.00%,2.46%,"12,066.67",9.11,"2,087.74",0.86,1.46%
7,1885,"1,885.50",N/A,7.99220,226.13100,207.42310,226.41980,20.67000,14.3267,2.9325633288146200%,-0.9699580919444560%,-0.8424511537234450%,-1.1899101624083600%,0.00%,0.00%,1.92%,"11,777.07",9.43,"2,206.33",0.91,1.26%
8,1885,"1,885.58",N/A,7.99220,239.77160,208.40750,227.21610,20.67000,15.1304,6.0321671951214100%,0.4745855210919190%,0.3516918573375660%,0.0000000000000000%,0.00%,0.00%,4.55%,"11,555.73",9.86,"2,341.77",0.97,1.25%
9,1885,"1,885.67",N/A,7.89710,237.68380,209.49920,228.01510,20.67000,15.1163,0.3230083455691530%,1.7343772097739900%,1.5601218270950200%,1.2042395309670700%,0.00%,0.00%,0.57%,"11,052.79",9.60,"2,375.32",0.98,1.24%
10,1885,"1,885.75",N/A,7.89710,252.45090,210.27920,228.81700,20.67000,15.9910,6.2129181711164200%,0.3723164575330170%,0.3516872347489430%,-0.0000000000000111%,0.00%,0.00%,4.68%,"10,989.89",9.73,"2,413.98",1.00,1.14%
11,1885,"1,885.83",N/A,7.99220,269.80930,210.74390,229.62160,20.67000,16.8240,5.6042231262305500%,-0.9715478671954660%,-0.8424595871306060%,-1.1899101624083600%,0.00%,0.00%,3.92%,"10,498.48",9.86,"2,549.35",1.06,0.75%
12,1885,"1,885.92",N/A,8.18250,268.69130,212.59440,230.42910,20.67000,16.3045,-2.7304249138492100%,-1.4680365615365600%,-1.9822082259739500%,-2.3256950809654600%,0.00%,0.00%,-2.58%,"10,102.55",9.71,"2,600.89",1.08,0.45%
1,1886,"1,886.00",N/A,7.99220,269.63840,212.29940,231.24720,20.67000,16.6923,2.7419507874410600%,2.2390056384777600%,2.7445584248019500%,2.3810715447561300%,0.00%,0.00%,2.65%,"10,370.51",10.28,"2,672.41",1.11,0.69%
2,1886,"1,886.08",N/A,7.99220,275.76960,216.75020,232.06810,20.67000,17.0066,2.2738601030120500%,2.0964731883368600%,0.3549880820178600%,0.0000000000000000%,0.00%,0.00%,1.81%,"10,103.06",10.53,"2,800.97",1.16,0.92%
3,1886,"1,886.17",N/A,7.89710,270.98000,218.82750,232.89190,20.67000,16.8433,-0.5534880273189710%,2.1741651263191400%,1.5634963720650800%,1.2042395309670700%,0.00%,0.00%,-0.06%,"9,923.18",10.50,"2,833.64",1.18,0.86%
4,1886,"1,886.25",N/A,7.80190,268.24520,218.65100,233.71870,20.67000,16.8017,0.1986750851838300%,1.1385742589181500%,1.5795620245547800%,1.2202155885104900%,0.00%,0.00%,0.45%,"9,929.45",10.81,"2,905.38",1.21,1.07%
5,1886,"1,886.33",N/A,7.61170,263.94630,218.89800,234.54840,20.67000,16.8632,0.8561383143686370%,2.6145729386610500%,2.8626548440756600%,2.4987847655582700%,0.00%,0.00%,1.28%,"9,884.72",10.16,"2,734.28",1.14,1.06%
6,1886,"1,886.42",N/A,7.51650,276.91360,220.67650,235.38100,20.67000,17.8315,6.2416259291354900%,2.0893162277287900%,1.6260229570990200%,1.2665469300871400%,0.00%,0.00%,5.04%,"9,760.27",10.40,"2,826.03",1.17,0.96%
7,1886,"1,886.50",N/A,7.61170,282.00940,220.81770,236.21660,20.67000,17.8458,0.5664911695728360%,-1.1875213507652200%,-0.9001472263752030%,-1.2507061497431700%,0.00%,0.00%,0.12%,"9,291.82",10.08,"2,867.26",1.19,0.94%
8,1886,"1,886.58",N/A,7.70680,285.00420,221.07230,237.05520,20.67000,17.7239,-0.1851289781719670%,-1.1200992201257900%,-0.8833428117924980%,-1.2339751907406400%,0.00%,0.00%,-0.44%,"9,280.88",10.54,"2,991.75",1.24,0.81%
9,1886,"1,886.67",N/A,7.70680,293.32400,223.74080,237.89680,20.67000,18.1471,2.9191850506062700%,1.2070711708341600%,0.3550227963782240%,0.0000000000000000%,0.00%,0.00%,2.25%,"9,321.82",10.60,"2,986.95",1.24,0.77%
10,1886,"1,886.75",N/A,7.70680,301.66670,225.96320,238.74130,20.67000,18.5624,2.8441927697699500%,0.9932922381612920%,0.3549858594146690%,0.0000000000000000%,0.00%,0.00%,2.19%,"9,116.49",10.41,"2,987.98",1.24,0.82%
11,1886,"1,886.83",N/A,7.70680,310.03550,226.10840,239.58880,20.67000,18.9683,2.7741875387638200%,0.0642582509010170%,0.3549867576326360%,0.0000000000000000%,0.00%,0.00%,2.09%,"8,921.53",10.79,"3,155.94",1.31,0.90%
12,1886,"1,886.92",N/A,7.80190,302.93470,227.92000,240.43940,20.67000,18.1941,-3.4813347503819700%,-0.4274914287392350%,-0.8682364259126720%,-1.2189338494469300%,0.00%,0.00%,-2.87%,"8,739.20",10.63,"3,165.06",1.31,0.99%
1,1887,"1,887.00",N/A,7.99220,300.64610,226.40090,241.66360,20.67000,17.5122,-3.1185594577046300%,-3.0317073565162200%,-1.8840436357907000%,-2.3810715447561500%,0.00%,0.00%,-2.96%,"8,997.77",10.93,"3,150.11",1.31,0.55%
2,1887,"1,887.08",N/A,8.08740,299.43120,228.54870,242.89410,20.67000,17.1254,-1.5764793469341700%,-0.2396357928831080%,-0.6739546200813850%,-1.1771397482503700%,0.00%,0.00%,-1.43%,"9,272.63",11.54,"3,216.65",1.34,0.36%
3,1887,"1,887.17",N/A,8.08740,307.40500,229.70090,244.13080,20.67000,17.4732,2.6629823478648800%,0.5041376301855970%,0.5091519308208840%,0.0000000000000000%,0.00%,0.00%,2.02%,"9,406.89",11.87,"3,250.76",1.35,0.22%
4,1887,"1,887.25",N/A,8.08740,315.40430,230.74000,245.37380,20.67000,17.8230,2.6022023064036000%,0.4523708875324500%,0.5091532899576870%,0.0000000000000000%,0.00%,0.00%,1.98%,"9,220.19",11.49,"3,198.72",1.33,0.16%
5,1887,"1,887.33",N/A,8.08740,321.80220,231.55950,246.62320,20.67000,18.0754,2.0284758324474500%,0.3551616538094880%,0.5091823169384840%,0.0000000000000000%,0.00%,0.00%,1.54%,"9,041.46",10.52,"2,977.80",1.23,-0.03%
6,1887,"1,887.42",N/A,7.99220,313.51440,232.26170,247.87890,20.67000,17.7077,-1.4149491641451200%,1.4980217509471300%,1.7063835566923700%,1.1911613823477800%,0.00%,0.00%,-0.75%,"8,904.19",10.24,"2,934.29",1.22,-0.08%
7,1887,"1,887.50",N/A,7.89710,306.90950,230.05810,249.14100,20.67000,17.4315,-0.9278599250007850%,0.2440568481121730%,1.7195309523508000%,1.2042395309670700%,0.00%,0.00%,-0.44%,"8,971.07",9.94,"2,819.09",1.17,0.04%
8,1887,"1,887.58",N/A,7.99220,300.28030,229.30800,250.40960,20.67000,16.7398,-3.3241935506754600%,-1.5120785554672200%,-0.6867794855307090%,-1.1899101624083600%,0.00%,0.00%,-2.80%,"9,010.75",10.72,"3,014.90",1.25,0.01%
9,1887,"1,887.67",N/A,7.89710,297.49310,226.52600,251.68460,20.67000,16.6766,0.2648623676276610%,-0.0235859019665718%,1.7195368893829800%,1.2042395309670700%,0.00%,0.00%,0.44%,"9,270.73",10.60,"2,889.21",1.19,-0.09%
10,1887,"1,887.75",N/A,7.99220,288.64680,227.91160,252.96610,20.67000,15.8807,-4.1281419994838700%,-0.5855148149472860%,-0.6867998007617500%,-1.1899101624083600%,0.00%,0.00%,-3.36%,"9,230.04",9.40,"2,564.39",1.06,-0.23%
11,1887,"1,887.83",N/A,8.08740,295.33290,230.79180,254.25410,20.67000,15.9507,1.1119537942009000%,0.0717199065328522%,-0.6739741303898980%,-1.1771397482503700%,0.00%,0.00%,0.60%,"9,551.04",9.02,"2,370.96",0.98,-0.22%
12,1887,"1,887.92",N/A,8.27770,294.80400,229.35470,255.54870,20.67000,15.4555,-2.4739167223284400%,-2.9073150663526800%,-1.8014777946870000%,-2.2989477753482100%,0.00%,0.00%,-2.46%,"9,493.63",8.38,"2,208.09",0.91,-0.43%
1,1888,"1,888.00",N/A,8.37280,298.17030,230.41070,256.61770,20.67000,15.3587,-0.0069131173344061%,-0.6806281046496500%,-0.7222564983704220%,-1.1358207529142000%,0.00%,0.00%,-0.26%,"9,732.88",8.36,"2,141.57",0.88,-0.24%
2,1888,"1,888.08",N/A,8.27770,297.61980,233.43130,257.69120,20.67000,15.4182,0.9621227081190400%,2.4748945418731700%,1.5720024441735700%,1.1488698551530100%,0.00%,0.00%,1.08%,"9,758.63",8.63,"2,198.03",0.90,-0.01%
3,1888,"1,888.17",N/A,8.27770,287.49890,230.82950,258.76920,20.67000,14.8090,-3.4006138032483100%,-1.1145891746308200%,0.4183301564042670%,0.0000000000000000%,0.00%,0.00%,-2.60%,"9,654.59",9.04,"2,318.02",0.95,-0.14%
